time,roll,pitch,yaw,gyro[0],gyro[1],gyro[2],accel[0],accel[1],accel[2],zrange,zfiltered,pressure,hrange[0],hrange[1],hrange[2],rcChannel[0],rcChannel[1],rcChannel[2],rcChannel[3],rcChannel[4],rcChannel[5],rcChannel[6],rcChannel[7],filtered_accel[0]
946685003.410308,-0.0069813169538974762,-0.02617993950843811,-0.029670597985386848,-0.23736478388309479,-0.18849556148052216,0.022689281031489372,-0.46799999475479126,-0.18700000643730164,-10.0,0.039000000804662704,0.039000000804662704,24960.0,0.0010000000474974513,0.0020000000949949026,0.0040000001899898052,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.23399999737739563
946685003.4493705,-0.0034906584769487381,-0.02617993950843811,-0.038397245109081268,-0.2914699912071228,0.054105207324028015,-0.19896753132343292,-1.343000054359436,0.46799999475479126,-9.8120002746582031,0.039000000804662704,0.039000000804662704,24960.0,0.0040000001899898052,0.0060000000521540642,0.0,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.45800000429153442,-0.028999999165534973,-0.026000000536441803,-0.78850002586841583
946685003.488433,-0.0034906584769487381,-0.024434609338641167,-0.041887901723384857,0.012217304669320583,0.42062434554100037,-0.061086524277925491,0.5,0.5,-10.187000274658203,0.039000000804662704,0.039000000804662704,24960.0,0.061999998986721039,0.0010000000474974513,0.0010000000474974513,0.0040000001899898052,0.0,-0.11900000274181366,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.14425001293420792
946685003.5274955,-0.0069813169538974762,-0.020943950861692429,-0.038397245109081268,-0.13089969754219055,-0.36128315329551697,0.041887901723384857,-0.71799999475479126,-0.625,-10.156000137329102,0.059000000357627869,0.059000000357627869,24960.0,0.0,0.014999999664723873,0.004999999888241291,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.43112500384449959
946685003.5587455,-0.0069813169538974762,-0.02617993950843811,-0.038397245109081268,-0.094247780740261078,0.13962633907794952,0.059341195970773697,-0.375,0.81199997663497925,-9.9680004119873047,0.059000000357627869,0.059000000357627869,24960.0,0.0,0.0,0.0010000000474974513,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.40306250192224979
946685003.59777749,-0.010471975430846214,-0.02617993950843811,-0.038397245109081268,-0.01745329238474369,0.068067841231822968,-0.01745329238474369,-1.218000054359436,-0.25,-10.5,0.059000000357627869,0.059000000357627869,24960.0,0.0060000000521540642,0.0010000000474974513,0.0020000000949949026,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.81053127814084291
946685003.63702309,-0.0069813169538974762,-0.024434609338641167,-0.038397245109081268,-0.020943950861692429,0.34906584024429321,-0.059341195970773697,-0.18700000643730164,0.59299999475479126,-9.5,0.059000000357627869,0.059000000357627869,24960.0,0.0030000000260770321,0.0060000000521540642,0.0020000000949949026,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.49876564228907228
946685003.6681205,-0.0069813169538974762,-0.024434609338641167,-0.041887901723384857,-0.16057029366493225,0.1762782484292984,-0.047123890370130539,-0.43700000643730164,0.59299999475479126,-9.6560001373291016,0.039000000804662704,0.039000000804662704,24960.0,0.004999999888241291,0.0030000000260770321,0.0020000000949949026,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.46788282436318696
946685003.7149955,-0.0069813169538974762,-0.027925267815589905,-0.041887901723384857,0.25656339526176453,-0.26005405187606812,-0.015707964077591896,0.31200000643730164,-0.71799999475479126,-9.625,0.039000000804662704,0.039000000804662704,24960.0,0.0010000000474974513,0.017000000923871994,0.0040000001899898052,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.07794140896294266
946685003.74630654,-0.0069813169538974762,-0.024434609338641167,-0.045378562062978745,-0.029670597985386848,0.054105207324028015,-0.052359879016876221,-0.75,0.28099998831748962,-9.5,0.039000000804662704,0.039000000804662704,24960.0,0.0040000001899898052,0.0070000002160668373,0.0030000000260770321,0.0040000001899898052,0.0,-0.11599999666213989,-0.95300000905990601,-0.052000001072883606,-0.460999995470047,-0.028999999165534973,-0.026000000536441803,-0.41397070448147133
